B;902;3272610;1;20061001 01:16;;;;'EUREKA STATION';VIA BROKEN HILL;;;;20050627;20051004;1900000;;3;FARM;;;;0;AC211401;
B;902;3307901;5;20070416 01:18;;;;NUNDORA STATION;VIA BROKEN HILL;2880;42360;H;20041223;20070116;930000;;3;CRAZING PROPE;;;;0;AC899742;
B;902;3333824;2;20070901 01:51;;;;THORNDALE STATION;VIA BROKEN HILL;2880;6335;H;20070308;20070614;624160;;3;RURAL;;;;0;AD301250;
B;902;3358526;2;20080101 01:35;;;;PART BUCKALOW STATION;VIA BROKEN HILL;2880;80.94;H;20070727;20071029;557694;;3;GRAZING;;;;0;AD546048;
B;902;3358527;3;20080101 01:35;;;;PART BUCKLOW STATION;VIA BROKEN HILL;2880;13270;H;20070727;20071029;536357;;3;GRAZING;;;;0;AD545934;
B;902;3264546;1;20070216 01:24;;;;MOORABIE STATION;VIA BROKEN HILL;2880;;;20061124;20061215;1272264;;3;FARM;;;;0;AC910138;
B;902;3297721;2;20070216 01:24;;;;YANDAMA STATION;VIA BROKEN HILL;2880;60991;H;20061102;20061208;1500000;;3;FARM;;;;0;AC810052;
B;902;3264161;2;20070116 01:23;;;;"ROBDAY" STATION;VIA BROKEN HILL;2880;615.3;H;20060821;20061213;360000;;R;RESIDENCE;;;;0;AC850438;
B;902;3293021;4;20070116 01:23;;;;WILANDRA STATION;VIA BROKEN HILL;2880;37525;H;20060823;20061103;1250000;;3;FARM;;;;0;AC750635;
B;902;3303348;1;20070316 01:25;;;;WILANDRA STATION;VIA BROKEN HILL;2880;80.95;H;20060823;20061103;1250000;;3;FARM;;;;0;AC750667;
B;902;3263955;1;20071116 01:43;;;;LAKE WALLACE STATION;VIA BROKEN HILL;2880;54492;H;20070612;20070810;983689;;3;FARM;;;;0;AD473614;
B;902;3267655;2;20071116 01:43;;;;BORDER DOWNS STATION;VIA BROKEN HILL;2880;58772;H;20070612;20070810;1060179;;3;FARM;;;;0;AD473667;
B;902;3341884;1;20071016 01:31;;;;DONSANDEL STATION;VIA BROKEN HILL;2880;4753;H;20070122;20070503;50000;;3;FARM;;;;50;AD399211;
B;902;3421468;1;20081208 01:17;;;;METFORD STATION;VIA BROKEN HILL;2880;25070;H;20080909;20081028;1551975;;3;GRAZING;;;;0;AE325443;
B;902;3368618;3;20080301 01:36;;;;PART BUCKALOW STATION;VIA BROKEN HILL;2880;29332;H;20070727;20071029;1205948;;3;GRAZING;;;;0;AD698259;
B;902;3368619;4;20080301 01:36;;;;PART BUCKLOW STATION;VIA BROKEN HILL;2880;13776;H;20070727;20071029;557694;;3;GRAZING;;;;0;AD698337;
B;902;3332480;1;20080602 01:22;;;;AVENEL STATION;VIA BROKEN HILL;2880;34074;H;20080129;20080429;3000000;;3;FARM;;;;0;AD955471;
B;902;3386803;2;20080602 01:22;;;;AVENEL STATION;VIA BROKEN HILL;2880;38429;H;20080129;20080429;3000000;;3;FARM;;;;0;AD955471;
B;902;3380773;3;20080602 01:22;;;;AVENEL STATION;VIA BROKEN HILL;2880;11504.24;H;20080129;20080429;3000000;;3;FARM;;;;0;AD955471;
B;902;3380786;4;20080602 01:22;;;;AVENEL STATION;VIA BROKEN HILL;2880;15.9;H;20080129;20080429;3000000;;3;FARM;;;;0;AD955471;
B;902;3263960;1;20080908 01:16;;;;OAKDALE STATION;VIA BROKEN HILL;2880;27020;H;20080513;20080618;407687;;3;FARM;;;;50;AE54819;
B;902;3442316;1;20090406 01:39;;;;PARINGA STATION;VIA BROKEN HILL;2880;24862;H;20081016;20081222;1000000;;3;RURAL LAND;;;;0;AE512077;
B;902;3469613;1;20090817 01:41;;;;'WERAGO STATION';VIA BROKEN HILL;2880;33700;H;20090527;20090716;958000;;3;FARM;;;;0;AE851254;
B;902;3470160;3;20090817 01:41;;;;TOPAR STATION;VIA BROKEN HILL;2880;26736;H;20090323;20090630;1385727;;3;GRAZING PROPE;;;;0;AE863702;
B;902;3470160;4;20090817 01:41;;;;TOPAR STATION;VIA BROKEN HILL;2880;26736;H;20090323;20090630;1385727;;3;GRAZING PROPE;;;;0;AE863703;
B;902;3368618;5;20090817 01:41;;;;PART BUCKALOW STATION;VIA BROKEN HILL;2880;29963;H;20070727;20071029;1205948;;3;RURAL;;;;0;AE809620;
B;902;3358527;6;20090817 01:41;;;;PART BUCKALOW STATION;VIA BROKEN HILL;2880;13326.7;H;20070727;20071029;536357;;3;RURAL;;;;0;AE809621;
B;902;3468781;1;20091221 01:18;;;;BILPA STATION;VIA BROKEN HILL;2880;28306;H;20090729;20090918;1390946;;3;FARM;;;;0;AF59502;
B;902;3451641;2;20090518 01:35;;;;WILLEILA STATION;VIA BROKEN HILL;2880;24649;H;20081219;20090306;920000;;3;FARM;;;;0;AE635522;
B;902;3481185;1;20091019 01:52;;;;BOTTOM SPRINGS;VIA BROKEN HILL;2880;2029;H;20090715;20090907;105294;;3;GRAZING;;;;0;AF1546;
B;902;3476514;1;20090921 01:44;;;;GOOLKA-WILLYONG STATION;VIA BROKEN HILL;2880;9266;H;20090703;20090826;572425;;3;GRAZING;;;;0;AE948787;
B;902;3503595;1;20100301 01:54;;;;PART NAGAELLA STATION;VIA BROKEN HILL;;10041;H;20090923;20100201;180000;;V;VACANT LAND;;;;0;AF281757;
B;902;3496941;1;20100315 02:13;;;;CYMBRIL VALE STATION;VIA BROKEN HILL;2880;37927;H;20090812;20100202;987000;;3;GRAZING;;;;0;AF334016;
B;902;3358527;3;20140407 01:18;;;HARRIEDALE;LOCKLILLY ROAD;VIA BROKEN HILL;2880;13326.7;H;20130702;20131202;550133;;3;FARMING;;;;0;AI297833;
B;902;3476874;1;20160125 01:24;;;PINE CREEK;BARRIER HIGHWAY;VIA BROKEN HILL;2880;17583.7;H;20150903;20151211;1064237;;3;RURAL;;;;0;AK130403;
B;902;3318254;1;20180521 01:16;;;BURTA STAT;COCKBURN;VIA BROKEN HILL;2880;43543.8;H;20180119;20180423;5360952;;3;STATION;;;;0;AN325796;
B;902;3318254;2;20180521 01:16;;;BURTA STAT;COCKBURN;VIA BROKEN HILL;2880;43543.8;H;20180119;20180423;19048;;3;STATION;;;;0;AN325798;
