B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19981207;19981207;450000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19981209;19981209;1750000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19981211;19981211;2100000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19981216;19981216;1450000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19981222;19981222;1625000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19981223;19981223;900000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19981223;19981223;4100000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990105;19990105;1325000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990108;19990108;2000000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990112;19990112;1200000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990112;19990112;1525000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990302;19990302;1430000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990304;19990304;3400000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990322;19990322;1750000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990331;19990331;1800000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990331;19990331;2400000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990416;19990416;1900000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990422;19990422;1960000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990423;19990423;1100000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990423;19990423;1750000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990507;19990507;1410000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990507;19990507;1645000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990507;19990507;2890000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990511;19990511;1200000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990526;19990526;1550000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990603;19990603;1750000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990604;19990604;1150000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990604;19990604;1265000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990611;19990611;1175000;;R;RESIDENCE;;;;;
B;208;;;;;;15;1 MACQUARIE ST;SYDNEY NSW;2000;;;19990617;19990617;1350000;;R;RESIDENCE;;;;;
