B;208;;119;20030501 12:48;;;505;PIER 6/7, 19 HICKSON ROAD;WALSH BAY;2000;;;20000320;20030416;1149450;;R;RESIDENCE;98;;;;9546609;
B;208;2895058;84;20030818 10:16;;;14;POTTINGER STREET;WALSH BAY;;;;20030625;20030805;2355000;;R;RESIDENCE;7;;;0;9874825;
B;208;2990326;98;20030818 10:16;;103;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030721;695000;;R;RESIDENCE;3;;;0;9833722;
B;208;2990326;99;20030818 10:16;;103;1;POTTINGER ST;WALSH BAY;2000;;;20030520;20030721;780000;;R;RESIDENCE;3;;;0;9833723;
B;208;2991514;100;20030818 10:16;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030702;849500;;3;UNIT;13;;;0;9834683;
B;208;2991514;101;20030818 10:16;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030702;895000;;R;RESIDENCE;24;;;0;9874146;
B;208;2991514;102;20030818 10:16;;103;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030721;695000;;R;RESIDENCE;3;;;0;9833722;
B;208;2991514;103;20030818 10:16;;103;1;POTTINGER ST;WALSH BAY;2000;;;20030520;20030721;780000;;R;RESIDENCE;3;;;0;9833723;
B;208;2991514;104;20030818 10:16;PARBURY APARTMENTS;901;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030805;3675000;;R;RESIDENCE;31;;;0;9860613;
B;208;2991514;105;20030818 10:16;PARBURY APARTMENTS;903;1;POTTINGER ST;WALSH BAY;2000;;;20011101;20030728;2675000;;R;RESIDENCE;33;;;0;9844467;
B;208;2994480;112;20030901 12:58;;;127;THE PIER APARTMENTS, PIER 6/7;WALSH BAY;2000;;;20000312;20030505;2010000;;R;RESIDENCE;24;;;0;9859255;
B;208;2994480;113;20030901 12:58;;139;19;HICKSON RD;WALSH BAY;2000;;;20030704;20030815;4800000;;R;RESIDENCE;35;;;0;9909478;
B;208;2994480;115;20030901 12:58;;;19;HICKSON RD;WALSH BAY;2000;;;20000328;20030501;2165000;;R;RESIDENCE;86;;;0;9900261;
B;208;2994480;116;20030901 12:58;;421;19;HICKSON ROAD;WALSH BAY;2000;;;20030428;20030501;2165000;;R;RESIDENCE;86;;;0;9900260;
B;208;2994480;117;20030901 12:58;;;422;THE PIER APT PIER 6/7 HICKSON;WALSH BAY;2000;;;20000312;20030505;2340000;;R;RESIDENCE;87;;;0;9859256;
B;208;2990326;124;20030901 12:58;;501;1;POTTINGER ST 'PARBURY APARTMEN;WALSH BAY;2000;;;20011013;20030620;840000;;R;RESIDENCE;11;;;0;9874160;
B;208;2990326;126;20030901 12:58;PARBURY APARTMENTS;606;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030620;745000;;R;RESIDENCE;20;;;0;9785082;
B;208;2990326;127;20030901 12:58;PARBURY APARTMENTS;706;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030630;805000;;R;RESIDENCE;25;;;0;9895327;
B;208;2990326;128;20030901 12:58;PARBURY APARTMENTS;302;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030630;710000;;R;RESIDENCE;5;;;0;9895262;
B;208;2991514;129;20030901 12:58;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030612;863300;;R;RESIDENCE;10;;;0;9900663;
B;208;2991514;130;20030901 12:58;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030620;840000;;R;RESIDENCE;11;;;0;9874160;
B;208;2991514;131;20030901 12:58;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030703;844500;;R;RESIDENCE;19;;;0;9908923;
B;208;2991514;132;20030901 12:58;PARBURY APARTMENTS;606;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030620;745000;;R;RESIDENCE;20;;;0;9785082;
B;208;2991514;133;20030901 12:58;PARBURY APARTMENTS;706;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030630;805000;;R;RESIDENCE;25;;;0;9895327;
B;208;2991514;134;20030901 12:58;PARBURY APARTMENTS;302;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030630;710000;;R;RESIDENCE;5;;;0;9895262;
B;208;2994480;122;20031216 12:10;;416;19;HICKSON RD;WALSH BAY;;;;20031121;20031121;2950000;;R;RESIDENCE;81;;;0;AA233333;
B;208;2990326;123;20031216 12:10;;702;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030707;1095000;;R;RESIDENCE;22;;;0;AA219915;
B;208;2990326;124;20031216 12:10;;702;1;POTTINGER ST PARBURY APT;WALSH BAY;2000;;;20030411;20030707;1300000;;R;RESIDENCE;22;;;0;AA219916;
B;208;2991514;125;20031216 12:10;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030707;1095000;;R;RESIDENCE;22;;;0;AA219915;
B;208;2991514;126;20031216 12:10;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20030411;20030707;1300000;;R;RESIDENCE;22;;;0;AA219916;
B;208;2994480;100;20040102 14:04;;411;19;HICKSON RD;WALSH BAY;2000;;;20000312;20030416;1310000;;R;RESIDENCE;77;;;0;AA221201;
B;208;2994480;101;20040102 14:04;;417;19;HICKSON RD;WALSH BAY;2000;;;20031104;20031209;1600000;;R;RESIDENCE;82;;;0;AA252124;
B;208;2990326;103;20040102 14:04;;301;1;POTTINGER STREET;WALSH BAY;2000;;;20031106;20031211;868000;;R;RESIDENCE;4;;;0;AA260657;
B;208;2991514;104;20040102 14:04;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20031106;20031211;868000;;R;RESIDENCE;4;;;0;AA260657;
B;208;;183;20030303 12:45;;;408/6/7/17;HICKSON RD 'THE SHORE APARTMEN;WALSH BAY;2000;;;20000313;20030221;1075000;;R;RESIDENCE;27;;;;9398527;
B;208;;184;20030303 12:45;;;501/17/17A;HICKSON RD 'THE SHORE APARTMEN;WALSH BAY;2000;;;20000312;20030225;1740000;;R;RESIDENCE;31;;;;9408787;
B;208;;187;20030303 12:45;;;510/17-17A;HICKSON RD;WALSH BAY;2000;;;20000311;20030219;1047600;;R;RESIDENCE;39;;;;9408900;
B;208;;188;20030303 12:45;;510;17;HICKSON RD 'SHORE APTS';WALSH BAY;2000;;;20030226;20030226;1285000;;3;HOME UNIT;39;;;;9408899;
B;208;;189;20030303 12:45;;;602/6/7/17;HICKSON RD 'THE SHORE APARTMEN;WALSH BAY;2000;;;20000313;20030221;1455000;;R;RESIDENCE;43;;;;9398537;
B;208;2994480;132;20030716 14:03;;510;19;HICKSON RD;WALSH BAY;2000;;;20000311;20030416;1290100;;R;RESIDENCE;103;;;0;9781232;
B;208;2994480;133;20030716 14:03;;516;19;HICKSON ROAD;WALSH BAY;2000;;;20030324;20030501;2420000;;R;RESIDENCE;108;;;0;9751309;
B;208;2994480;142;20030716 14:03;;319;19;HICKSON RD;WALSH BAY;2000;;;20000324;20030508;2090000;;R;RESIDENCE;57;;;0;9742436;
B;208;2994480;143;20030716 14:03;;328;19;HICKSON RD;WALSH BAY;2000;;;20000829;20030515;3700000;;R;RESIDENCE;65;;;0;9736287;
B;208;2990326;147;20030716 14:03;;506;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030623;737200;;R;RESIDENCE;15;;;0;9743764;
B;208;2990326;151;20030716 14:03;;305;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030707;820000;;R;RESIDENCE;7;;;0;9782856;
B;208;2990326;153;20030716 14:03;;;306/1,8/18;POTTINGER ST & HICKSON RD;WALSH BAY;2000;;;20011013;20030701;835000;;R;RESIDENCE;8;;;0;9778278;
B;208;2990326;155;20030716 14:03;;401;1;POTTINGER STREET;WALSH BAY;2000;;;20020312;20030627;795000;;R;RESIDENCE;9;;;0;9758611;
B;208;2990326;156;20030716 14:03;;401;1;POTTINGER ST;WALSH BAY;2000;;;20020312;20030627;915000;;R;RESIDENCE;9;;;0;9758612;
B;208;2991514;157;20030716 14:03;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030623;737200;;R;RESIDENCE;15;;;0;9743764;
B;208;2991514;158;20030716 14:03;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030623;895000;;R;RESIDENCE;16;;;0;9765598;
B;208;2991514;159;20030716 14:03;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011126;20030627;960000;;R;RESIDENCE;23;;;0;9765613;
B;208;2991514;160;20030716 14:03;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030708;995000;;R;RESIDENCE;26;;;0;9778847;
B;208;2991514;161;20030716 14:03;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030707;820000;;R;RESIDENCE;7;;;0;9782856;
B;208;2991514;162;20030716 14:03;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20030411;20030707;1020000;;R;RESIDENCE;7;;;0;9782857;
B;208;2991514;163;20030716 14:03;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011013;20030701;835000;;R;RESIDENCE;8;;;0;9778278;
B;208;2991514;164;20030716 14:03;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20021209;20030701;998000;;R;RESIDENCE;8;;;0;9778279;
B;208;2991514;165;20030716 14:03;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20020312;20030627;795000;;R;RESIDENCE;9;;;0;9758611;
B;208;2991514;166;20030716 14:03;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20020312;20030627;915000;;R;RESIDENCE;9;;;0;9758612;
B;208;2994480;138;20030801 12:33;;606;19;HICKSON RD;WALSH BAY;2000;;;20000319;20030721;2950000;;R;RESIDENCE;126;;;0;9832376;
B;208;2994480;139;20030801 12:33;THE PIER APARTMENTS;608;19;HICKSON RD;WALSH BAY;2000;;;20000315;20030718;2750000;;3;HOME UNIT;128;;;0;9800242;
B;208;2994480;140;20030801 12:33;;619;19;HICKSON ROAD;WALSH BAY;2000;;;20000324;20030710;5612000;;R;RESIDENCE;138;;;0;9814477;
B;208;2994480;141;20030801 12:33;;413;19;HICKSON ROAD;WALSH BAY;2000;;;20000314;20030424;1195000;;R;RESIDENCE;79;;;0;9790151;
B;208;2991514;150;20030801 12:33;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030715;1164150;;3;UNIT/CARSP;27;;;0;9800186;
B;208;2991514;151;20030801 12:33;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030715;944000;;R;RESIDENCE;29;;;0;9812371;
B;208;2994480;84;20030619 13:40;;101;19;HICKSON RD;WALSH BAY;2000;;;20000312;20030423;1065000;;R;RESIDENCE;1;;;0;9648527;
B;208;2994480;90;20030619 13:40;;511;19;HICKSON RD;WALSH BAY;2000;;;20000311;20030416;1270700;;R;RESIDENCE;104;;;0;9580194;
B;208;2994480;91;20030619 13:40;;;APT512;PIER APTS, 19 HICKSON ROAD;WALSH BAY;2000;;;20000312;20030416;1945000;;3;;105;;;0;9544894;
B;208;2994480;92;20030619 13:40;;513;19;HICKSON;WALSH BAY;2000;;;20000313;20030423;1159150;;R;RESIDENCE;106;;;0;9552935;
B;208;2994480;93;20030619 13:40;;515;19;HICKSON RD;WALSH BAY;2000;;;20000311;20030501;1313200;;R;RESIDENCE;107;;;0;9611776;
B;208;2994480;94;20030619 13:40;;;APT517/19;HICKSON RD PIER APTS;WALSH BAY;2000;;;20000310;20030423;1411350;;R;RESIDENCE;109;;;0;9554673;
B;208;2994480;95;20030619 13:40;;12;19;HICKSON RD PIER 6/7;WALSH BAY;2000;;;20000313;20030424;1495000;;R;RESIDENCE;11;;;0;9646186;
B;208;2994480;97;20030619 13:40;;;APARTMENT5;PIER 6/7-19 HICKSON RD;WALSH BAY;2000;;;20000314;20030430;2170000;;R;RESIDENCE;111;;;0;9580093;
B;208;2994480;98;20030619 13:40;;520;19;HICKSON ROAD, PIER 6/7;WALSH BAY;2000;;;20000312;20030430;1320000;;R;RESIDENCE;112;;;0;9564562;
B;208;2994480;99;20030619 13:40;;521;19;HICKSON RD;WALSH BAY;2000;;;20000322;20030430;2195000;;R;RESIDENCE;113;;;0;9664956;
B;208;2994480;100;20030619 13:40;;522;19;HICKSON ROAD;WALSH BAY;2000;;;20000311;20030501;2365000;;R;RESIDENCE;114;;;0;9593808;
B;208;2994480;101;20030619 13:40;;523;19;'THE PIER APARTMENTS'HICKSON R;WALSH BAY;2000;;;20000315;20030501;2420000;;R;RESIDENCE;115;;;0;9578271;
B;208;2994480;102;20030619 13:40;;526;19;HICKSON RD;WALSH BAY;2000;;;20000310;20030509;2395000;;3;APARTMENT;117;;;0;9658270;
B;208;2994480;106;20030619 13:40;;602;19;HICKSON RD 'PIER APTS';WALSH BAY;2000;;;20000318;20030509;2400000;;R;RESIDENCE;123;;;0;9599193;
B;208;2994480;107;20030619 13:40;THE PIER APARTMENTS;607;19;HICKSON RD;WALSH BAY;2000;;;20000323;20030523;2650000;;R;RESIDENCE;127;;;0;9635639;
B;208;2994480;108;20030619 13:40;;609;19;HICKSON RD PIER 6/7;WALSH BAY;2000;;;20030408;20030508;2500000;;R;RESIDENCE;129;;;0;9632642;
B;208;2994480;109;20030619 13:40;;115;19;HICKSON RD;WALSH BAY;2000;;;20000313;20030501;1795000;;3;PIER;13;;;0;9636461;
B;208;2994480;110;20030619 13:40;;;APARTMENT6;P,ER 6PIER 6/7, 19 HICKSON RD;WALSH BAY;2000;;;20000319;20030526;3250000;;R;RESIDENCE;130;;;0;9659881;
B;208;2994480;111;20030619 13:40;THE PIER APARTMENTS;611;19;HICKSON RD;WALSH BAY;2000;;;20000323;20030523;2950000;;R;RESIDENCE;131;;;0;9635640;
B;208;2994480;113;20030619 13:40;;616;19;HICKSON RD;WALSH BAY;2000;;;20000312;20030523;3075000;;R;RESIDENCE;135;;;0;9644009;
B;208;2994480;114;20030619 13:40;;620;19;HICKSON RD;WALSH BAY;2000;;;20010310;20030602;5800000;;3;HOME UNIT;139;;;0;9669597;
B;208;2994480;116;20030619 13:40;;117;19;HICKSON ROAD;WALSH BAY;2001;;;20000313;20030502;1670000;;3;;15;;;0;9584848;
B;208;2994480;118;20030619 13:40;;119;19;HICKSON STREET;WALSH BAY;2000;;;20020313;20030417;1470000;;R;RESIDENCE;17;;;0;9664884;
B;208;2994480;119;20030619 13:40;;120;19;HICKSON RD;WALSH BAY;2000;;;20000312;20030417;1370000;;R;RESIDENCE;18;;;0;9641825;
B;208;2994480;120;20030619 13:40;;121;19;HICKSON RD PIER 6/7;WALSH BAY;2000;;;20000312;20030509;1730000;;3;UNIT;19;;;0;9635564;
B;208;2994480;121;20030619 13:40;;121;19;HICKSON RD PIER 6/7;WALSH BAY;2000;;;20030509;20030509;1800000;;3;UNIT;19;;;0;9635565;
B;208;2994480;124;20030619 13:40;;123;19;HICKSON RD PIER 6/7;WALSH BAY;2000;;;20000314;20030515;1735000;;3;UNIT;21;;;0;9626791;
B;208;2994480;125;20030619 13:40;;125;19;HICKSON RD;WALSH BAY;2000;;;20000313;20030515;1630000;;3;HOME UNIT;22;;;0;9624820;
B;208;2994480;128;20030619 13:40;;103;19;HICKSON;WALSH BAY;2000;;;20000313;20030423;1430000;;R;RESIDENCE;3;;;0;9573316;
B;208;2994480;129;20030619 13:40;;;103/6/7,19;HICKSON ROAD;WALSH BAY;2000;;;20020510;20030423;1700000;;R;RESIDENCE;3;;;0;9573317;
B;208;2994480;131;20030619 13:40;;137;19;HICKSON RD PIER 6/7;WALSH BAY;2000;;;20000312;20030530;1945000;;R;RESIDENCE;33;;;0;9666514;
B;208;2994480;132;20030619 13:40;;137;19;HICKSON RD PIER 6/7;WALSH BAY;2000;;;20021119;20030530;2500000;;3;HOME UNIT;33;;;0;9666515;
B;208;2994480;134;20030619 13:40;;142;19;HICKSON RD;WALSH BAY;2000;;;20000312;20030514;2080000;;R;RESIDENCE;38;;;0;9620529;
B;208;2994480;136;20030619 13:40;;105;19;HICKSON ROAD;WALSH BAY;2000;;;20000312;20030424;1545000;;R;RESIDENCE;4;;;0;9617429;
B;208;2994480;137;20030619 13:40;THE PIER APPARTMENTS;202;19;HICKSON RD;WALSH BAY;2000;;;20000313;20030522;3650000;;R;RESIDENCE;40;;;0;9679003;
B;208;2994480;138;20030619 13:41;;301;19;THE PIER APARTMENTS,HICKSON RO;WALSH BAY;2000;;;20000314;20030414;1085000;;R;RESIDENCE;41;;;0;9556255;
B;208;2994480;139;20030619 13:41;;302;19;HICKSON ROAD;WALSH BAY;2010;;;20000314;20030423;1865000;;R;RESIDENCE;42;;;0;9556233;
B;208;2994480;141;20030619 13:41;;;;HICKSON RD;WALSH BAY;2000;;;20000315;20030509;1865000;;R;RESIDENCE;45;;;0;9612485;
B;208;2994480;142;20030619 13:41;;307;19;HICKSON RD THE PIER APARTMENTS;WALSH BAY;2000;;;20000315;20030514;1065000;;R;RESIDENCE;46;;;0;9650369;
B;208;2994480;143;20030619 13:41;;;APARTMENT3;THE PIER APTS 6/7 19 HICKSON R;WALSH BAY;2000;;;20000313;20030416;1190000;;3;HOME UNIT;47;;;0;9558711;
B;208;2994480;144;20030619 13:41;;309;19;HICKSON RD THE PIER APARTMENTS;WALSH BAY;2000;;;20000328;20030428;2090000;;R;RESIDENCE;48;;;0;9586343;
B;208;2994480;145;20030619 13:41;;;APMTAPRT31;HICKSON RD;WALSH BAY;2000;;;20000314;20030505;1340000;;R;RESIDENCE;49;;;0;9671241;
B;208;2994480;146;20030619 13:41;;106;19;HICKSON RD;WALSH BAY;2011;;;20000312;20030501;1420000;;R;RESIDENCE;5;;;0;9577870;
B;208;2994480;147;20030619 13:41;;;APART311;THE PIER APARTMENTS, PIER 6/7,;WALSH BAY;2000;;;20000312;20030505;1280000;;R;RESIDENCE;50;;;0;9671203;
B;208;2994480;149;20030619 13:41;THE PIER APART;315;19;HICKSON RD;WALSH BAY;2000;;;20000314;20030508;1315000;;R;RESIDENCE;53;;;0;9610141;
B;208;2994480;150;20030619 13:41;;319;19;HICKSON ROAD;WALSH BAY;2000;;;20000313;20030416;143000;;R;RESIDENCE;56;;;0;9595800;
B;208;2994480;151;20030619 13:41;;;AP322/19;HICKSON RD 'PIER 6/7 THE PIER;WALSH BAY;;;;20000318;20030508;2315000;;R;RESIDENCE;60;;;0;9603723;
B;208;2994480;152;20030619 13:41;THE PIER APARTMENTS;325;19;HICKSON R;WALSH BAY;2000;;;20000318;20030515;2615000;;R;RESIDENCE;62;;;0;9624807;
B;208;2994480;153;20030619 13:41;THE PIER APARTMENTS;326;;HICKSON RD;WALSH BAY;2000;;;20030527;20030527;2350000;;R;RESIDENCE;63;;;0;9665741;
B;208;2994480;154;20030619 13:41;;327;19;HICKSON ROAD, PIER 6/7;WALSH BAY;2000;;;20000414;20000509;2295000;;R;RESIDENCE;64;;;0;9613911;
B;208;2994480;157;20030619 13:41;;;APT401,19;HICKSON RD;WALSH BAY;;;;20000313;20030416;1070000;;R;RESIDENCE;68;;;0;9546473;
B;208;2994480;158;20030619 13:41;THE PIER APTS;402;19;HICKSON RD;WALSH BAY;2000;;;20000314;20030423;1905000;;R;RESIDENCE;69;;;0;9631157;
B;208;2994480;159;20030619 13:41;;108;19;HICKSON RD;WALSH BAY;2000;;;20000312;20030514;1155000;;R;RESIDENCE;7;;;0;9635611;
B;208;2994480;160;20030619 13:41;;403;19;HICKSON RD;WALSH BAY;2000;;;20020522;20030417;1205000;;R;RESIDENCE;70;;;0;9585566;
B;208;2994480;161;20030619 13:41;;403;19;HICKSON RD;WALSH BAY;2000;;;20020522;20030417;1430000;;R;RESIDENCE;70;;;0;9585567;
B;208;2994480;162;20030619 13:41;;;UNIT405;THE PIER APTS, OIER 6/7, 19 HI;WALSH BAY;2000;;;20000312;20030416;1151500;;R;RESIDENCE;71;;;0;9561147;
B;208;2994480;165;20030619 13:41;;;APT409;THE PIER APARTMENTS PIER 6/7-1;WALSH BAY;2000;;;20000329;20030424;2130000;;R;RESIDENCE;75;;;0;9578634;
B;208;2994480;166;20030619 13:41;;410;19;HICKSON RD;WALSH BAY;;;;20000313;20030416;1280400;;R;RESIDENCE;76;;;0;9544864;
B;208;2994480;167;20030619 13:41;;410;19;HICKSON RD THE PIER APARTMENTS;WALSH BAY;2000;;;20030214;20030416;1440000;;R;RESIDENCE;76;;;0;9544865;
B;208;2994480;168;20030619 13:41;;412;19;HICKSON RD;WALSH BAY;2000;;;20000312;20030502;1905000;;R;RESIDENCE;78;;;0;9645502;
B;208;2994480;169;20030619 13:41;;;LOT8/19;HICKSON RD;WALSH BAY;2000;;;20000314;20030508;1335000;;R;RESIDENCE;80;;;0;9598716;
B;208;2994480;170;20030619 13:41;;16;17;HICKSON RD;WALSH BAY;2000;;;20000329;20030519;232400;;R;RESIDENCE;81;;;0;9624337;
B;208;2994480;171;20030619 13:41;;417;19;HICKSON RD;WALSH BAY;2000;;;20030311;20030501;1387100;;R;RESIDENCE;82;;;0;9576890;
B;208;2994480;172;20030619 13:41;;;418/6/7/19;HICKSON RD;WALSH BAY;;;;20000312;20030501;1425000;;R;RESIDENCE;83;;;0;9583135;
B;208;2994480;173;20030619 13:41;;;LOT85/19;HICKSON RD 'THE PIER APTS';WALSH BAY;2000;;;20000314;20030508;1315000;;R;RESIDENCE;85;;;0;9598724;
B;208;2994480;174;20030619 13:41;;423;19;HICKSON RD PIER 6/7;WALSH BAY;2000;;;20000318;20030515;2380000;;R;RESIDENCE;88;;;0;9627172;
B;208;2994480;175;20030619 13:41;;;6/7-19;HICKSON RD;WALSH BAY;;;;20000313;20030423;1240000;;R;RESIDENCE;9;;;0;9560689;
B;208;2994480;176;20030619 13:41;;426;19;HICKSON ROAD;WALSH BAY;2000;;;20000310;20030510;2355000;;R;RESIDENCE;90;;;0;9609360;
B;208;2994480;177;20030619 13:41;;428;19;HICKSON ROAD;WALSH BAY;2000;;;20000312;20030515;3595000;;R;RESIDENCE;92;;;0;9621767;
B;208;2994480;178;20030619 13:41;;429;19;HICKSON RD;WALSH BAY;2000;;;20000412;20030516;4010000;;R;RESIDENCE;93;;;0;9674043;
B;208;2994480;179;20030619 13:41;;502;19;HICKSON RD PIER 6/7;WALSH BAY;2000;;;20000331;20030417;1995000;;R;RESIDENCE;96;;;0;9670856;
B;208;2994480;180;20030619 13:41;;;503;PIER 6/7 19 HICKSON RD WALSH B;WALSH BAY;2000;;;20000312;20030403;1235000;;R;RESIDENCE;97;;;0;9595905;
B;208;2994480;181;20030619 13:41;;;505;PIER 6/7, 19 HICKSON ROAD;WALSH BAY;2000;;;20000320;20030416;1149450;;R;RESIDENCE;98;;;0;9546609;
B;208;2994480;134;20030701 14:38;;;APT525/19;HICKSON ROAD;WALSH BAY;2000;;;20000312;20030508;2695000;;R;RESIDENCE;116;;;0;9695967;
B;208;2994480;135;20030701 14:38;;527;19;HICKSON ROAD;WALSH BAY;2000;;;20000324;20030509;2225000;;R;RESIDENCE;118;;;0;9706098;
B;208;2994480;137;20030701 14:38;;;PIER6/7;APARTMENT 603, THE PIER APARTM;WALSH BAY;2000;;;20000321;20030508;2500000;;R;RESIDENCE;124;;;0;9691916;
B;208;2994480;141;20030701 14:38;;140;19;HICKSON RD THE PIER APARTMENTS;WALSH BAY;2000;;;20000419;20030617;3865750;;R;RESIDENCE;36;;;0;9708478;
B;208;2994480;143;20030701 14:38;;321;19;HICKSON ROAD;WALSH BAY;2000;;;20030329;20030502;2135000;;R;RESIDENCE;59;;;0;9707538;
B;208;2994480;147;20030701 14:38;;430;19;HICKSON ROAD;WALSH BAY;2000;;;20000314;20030515;2535000;;R;RESIDENCE;94;;;0;9719640;
B;208;2994480;148;20030701 14:38;;501;19;HICKSON RD;WALSH BAY;2000;;;20000315;20030424;1130000;;R;RESIDENCE;95;;;0;9721623;
B;208;2994480;149;20030701 14:38;;501;19;HICKSON RD;WALSH BAY;2000;;;20030307;20030424;1300000;;R;RESIDENCE;95;;;0;9721624;
B;208;2991514;160;20030701 14:38;PARBURY APARTMENTS;;1;POTTINGER ST;WALSH BAY;2000;;;20011012;20030618;708100;;R;RESIDENCE;6;;;0;9717021;
B;208;;115;20030516 11:58;;511;19;HICKSON RD;WALSH BAY;2000;;;20000311;20030416;1270700;;R;RESIDENCE;104;;;;9580194;
B;208;;116;20030516 11:58;;513;19;HICKSON;WALSH BAY;2000;;;20000313;20030423;1159150;;R;RESIDENCE;106;;;;9552935;
B;208;;117;20030516 11:58;;;APT517/19;HICKSON RD PIER APTS;WALSH BAY;2000;;;20000310;20030423;1411350;;R;RESIDENCE;109;;;;9554673;
